identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74892295,http://digital.nls.uk/74892295,New song on the great assembly of people simpthiseing [sic] for his holeness [sic] Pope Pious the IX.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... at Roscommon December the 30th 1867"". First line reads: Come all you Roscommon boys rejoice along with me. In one column with an illustration above the title..",Electronic reproduction of: New song on the great assembly of people simpthiseing [sic] for his holeness [sic] Pope Pious the IX. 1 item ;  x  cm.,"Pius IX, Pope, 1792-1878",Ballads (documents),Woodcuts (prints),Popes,Meetings,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Republic of Ireland, Connacht, County Roscommon, Roscommon (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892301,http://digital.nls.uk/74892301,Young woman's wants.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads.Young woman's wants - first line reads: Come all you single fellows, if you want to change your life. Doings on a Sunday night - first line reads: I'm going to sing a funny song. In two columns..",Electronic reproduction of: Young woman's wants. 1 item ;  x  cm.,Ballads (documents),Marriage (social construct),Abbey churches,"Europe, United Kingdom, England (country)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892304,http://digital.nls.uk/74892304,Young woman's wants.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. Young woman's wants - first line reads: Come all you single fellows who wish to change your life. Reading made easy - first line reads: Ye Lads of this Nation, of high and low station. In two columns..",Electronic reproduction of: Young woman's wants. 1 item ;  x  cm.,Marriage (social construct),Ballads (documents),Abbey churches,"Europe, United Kingdom, England (country)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892307,http://digital.nls.uk/74892307,"Greenwich, Woolwich, Deptford and victory.","Disley, Henry, active 1850-1878",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Montague Chambers and Admiral Houstoun Stewart, who are mentioned in the text, both stood for election at Greenwich in 1852..","Electronic reproduction of: Greenwich, Woolwich, Deptford and victory. 1 item ;  x  cm.","Chambers, Montague, 1799-1885","Stewart, Houston, Sir, 1791-1875",Ballads (documents),Politics,Elections,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892325,http://digital.nls.uk/74892325,Irish harvest men's triumph.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you true-bred Irishmen that is enclined [sic] to roam. In one column..,Electronic reproduction of: Irish harvest men's triumph. 1 item ;  x  cm.,Irish,Ballads (documents),Migrant workers,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892328,http://digital.nls.uk/74892328,Adtentures [sic] of John Manks and his pock markd [sic] cat.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you true bred Irishmen that are enclind [sic] to roam. In one column with an illustration above the title..,Electronic reproduction of: Adtentures [sic] of John Manks and his pock markd [sic] cat. 1 item ;  x  cm.,Irish,Woodcuts (prints),Ballads (documents),Migrant workers,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892331,http://digital.nls.uk/74892331,Undaunted female.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The undaunted female - first line reads: Come all you true lovers and a story I'll un-/fold. A neew [sic] song called The black horse - first line reads: Come all you young bachelors take warning/ by me..,Electronic reproduction of: Undaunted female. 1 item ;  x  cm.,Woodcuts (prints),Soldiers,Ballads (documents),Abbey churches,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Asia, India (nation)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892337,http://digital.nls.uk/74892337,Young Henry the poacher.,"Such, Henry Parker, active 1849 - 1851",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Young Henry the poacher - first line reads: Come all you wild and wicked youths wherever/ you may be. Botany Bay - first line reads: Come all young men of learning, take warning by/ me..",Electronic reproduction of: Young Henry the poacher. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Poachers,Prisoners,Transportation,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Oceania, Australia, New South Wales, Botany Bay (bay)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892346,http://digital.nls.uk/74892346,Admred [sic] song called Young Molly Bawn.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Young Molly Bawn - first line reads: Come all you young fellows that follow the gun. Rocking the cradle - first line reads: As I roved out on a fine summer's/ morning..,Electronic reproduction of: Admred [sic] song called Young Molly Bawn. 1 item ;  x  cm.,Marriage (social construct),Courtships,Ballads (documents),Woodcuts (prints),Abbey churches,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892349,http://digital.nls.uk/74892349,Female transport.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Female transport - first line reads: Come all you young girls both far and near, and listen unto me. The new transport's farewell - first line reads: Come all you wild young fellows whereever you may be..",Electronic reproduction of: Female transport. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Prisoners,Transportation,Criminals,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892352,http://digital.nls.uk/74892352,Boys of Ballanmore.,"Pearson, T. (Printer of Manchester)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. The boys of Ballanmore - first line reads: Come all you young Irishmen, that are inclined to roam. The knickerbocker line - first line reads: My love she is tailoress, a tailores [sic] by trade..",Electronic reproduction of: Boys of Ballanmore. 1 item ;  x  cm.,Irish,Ballads (documents),Immigrants,Abbey churches,"Europe, United Kingdom, England, Greater Manchester, Manchester urban district, Manchester (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892355,http://digital.nls.uk/74892355,Single life for me.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Two ballads. A single life for me - first line reads: Come all young men of high renown. Fare-thee-well - first line reads: Fare-thee-well! and if for ever..,Electronic reproduction of: Single life for me. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Marriage (social construct),Abbey churches,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892361,http://digital.nls.uk/74892361,Comforts of marriage.,"Birt, Thomas, active 1824-1841",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Come all young men that are, married. In one column..",Electronic reproduction of: Comforts of marriage. 1 item ;  x  cm.,Ballads (documents),Marriage (social construct),Abbey churches,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892364,http://digital.nls.uk/74892364,"Constant pair; or, the pretty prentice boy.","Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads.The constant pair - first line reads: Come all you pretty maidens, and a story I'll tell. The workhouse boy - first line reads: The cloth was laid in the Vorkhouse hall..","Electronic reproduction of: Constant pair; or, the pretty prentice boy. 1 item ;  x  cm.",Ballads (documents),Woodcuts (prints),Abbey churches,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892379,http://digital.nls.uk/74892379,Come back to Erin.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Come back to Erin - first line reads: Come back to Erin, mavourneen, mavourneen. The four-leaf'd shamrock - first line reads: I'll seek a four leaf'd Shamrock..",Electronic reproduction of: Come back to Erin. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892385,http://digital.nls.uk/74892385,Pull away for Hobhouse.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"In 1819 John Cam Hobhouse (Broughton) contested the parliamentary seat of Westminster, which had become vacant after the suicide of Sir Samuel Romilly. He stood as a radical, supported by his father and by Sir Francis Burdett, but was defeated on 3 March by the whig George Lamb, who is also mentioned in the text of the ballad. First line reads: Come cheer up Electors, 'tis Liberty's call. Tune: - Hearts of oak..",Electronic reproduction of: Pull away for Hobhouse. 1 item ;  x  cm.,"Broughton, John Cam Hobhouse, Baron, 1786-1869","Romilly, Samuel, Sir, 1757-1818","Burdett, Francis, Sir, 1770-1844","Lamb, George, 1784-1834",Ballads (documents),Politics,Radicalism,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
